email_message_id,run_id,status,expected_business_type,predicted_business_type,business_type_correct,expected_assignee_user_id,candidate_user_ids,expected_assignee_rank,candidate_contains_expected,selected_user_id,selected_assignee_correct,auto_assigned,review_reason,primary_failure_stage,primary_failure_reason,error
e9105ba1-da36-5ef8-9471-7bcee37b48e4,5df8b829-b235-4ecd-a0b7-66dfd90c30de,review_required,repair_request,,False,323e63c8-c83d-5a8f-9ab4-7f86f61a7193,[],,False,,False,False,retrieval_context_insufficient,fact_extraction_empty,core fact fields are empty,
302daad9-1e2a-56f8-9bee-64426be07632,3462143d-ef3c-4ccf-bfce-4cec67e8fbd6,review_required,order_change,,False,9ec0def4-10af-5c44-84ee-70ccb5149526,[],,False,,False,False,retrieval_context_insufficient,fact_extraction_empty,core fact fields are empty,
ee9f2dbd-92bb-55a7-929d-196dad961c3a,c7ac79ff-c35d-4c76-a47c-7d930c0279b1,review_required,technical_inquiry,,False,def7e250-91c6-503d-882a-b8f6caa72c7d,[],,False,,False,False,attachment_analysis_incomplete,fact_extraction_empty,core fact fields are empty,
991d1ae1-7ed3-5f29-b4ea-c27397d00dd5,e3c8554a-6fe3-41c8-8ac4-15c5e69a72f8,review_required,certificate_request,,False,840d9050-ffea-5344-9541-b89f08b62530,[],,False,,False,False,retrieval_context_insufficient,fact_extraction_empty,core fact fields are empty,
1a43d21a-e916-599f-b2f6-722660df661f,3d3fc005-31e2-489a-a5cf-b46a1ee08baf,review_required,claim,,False,73e4431e-20b1-5027-b58e-da896440b837,[],,False,,False,False,retrieval_context_insufficient,fact_extraction_empty,core fact fields are empty,
